city,district,neighborhood,room,livingroom,area,age,floor,price
ankara,cankaya,bahcelievler,2,1,90,5,1,48000
adana,seyhan,gurselpasa,2,1,90,7,3,21000
ankara,kecioren,asagi_eglence,2,1,125,25,6,46000
ankara,cankaya,buyukesat,2,1,100,30,0,21500
hatay,dortyol,ozerli,1,1,55,11,4,15000
eskisehir,tepebasi,bahcelievler,2,1,90,11,4,15550
eskisehir,tepebasi,eskibaglar,1,1,65,10,3,20000
kocaeli,darica,emek,2,1,90,0,3,24500
corum,merkez,bahcelievler,2,1,100,23,5,9500
denizli,merkezefendi,merkez_efendi,1,1,45,5,3,15000
izmir,buca,ataturk,3,1,130,25,3,30000
eskisehir,odunpazari,visnelik,3,1,160,40,2,25000
samsun,atakum,korfez,1,1,45,0,3,15000
konya,selcuklu,hacikaymak,4,1,220,7,1,36000
istanbul,kagithane,caglayan,2,1,85,8,3,31000
ankara,cankaya,kavaklidere,2,1,80,38,1,27500
ankara,mamak,caglayan,3,1,135,20,1,20000
izmir,konak,kemal_reis,2,1,90,40,4,16000
istanbul,esenyurt,gokevler,2,1,95,9,3,22000
izmir,karsiyaka,bostanli,3,1,125,35,1,30000
eskisehir,odunpazari,buyukdere,2,1,100,0,1,21000
eskisehir,odunpazari,emek,2,1,90,14,3,12000
istanbul,sancaktepe,yunus_emre,2,1,75,0,3,18500
ankara,etimesgut,istasyon,2,1,100,0,6,52000
istanbul,beylikduzu,adnan_kahveci,4,1,200,16,5,50000
ankara,kecioren,kuscagiz,1,1,75,17,1,21500
istanbul,sariyer,zekeriyakoy,2,1,90,16,2,55000
istanbul,kadikoy,osmanaga,2,1,120,21,1,37000
istanbul,buyukcekmece,ekinoba,3,1,145,1,3,43000
izmir,balcova,koruturk,3,1,150,27,0,30000
aydin,efeler,girne,3,1,120,35,5,18000
istanbul,sariyer,tarabya,2,1,95,32,1,30000
nigde,merkez,selcuk,3,1,175,0,4,21000
balikesir,bandirma,yeni,2,1,90,2,3,23500
ankara,yenimahalle,turgut_ozal,3,1,140,20,4,35000
bolu,merkez,tabaklar,3,1,145,25,4,19000
zonguldak,eregli,muftu,1,1,55,25,3,15000
istanbul,pendik,esenyali,2,1,130,16,2,26500
samsun,atakum,korfez,1,1,60,2,2,16000
ankara,cankaya,yukari_bahcelievler,3,1,110,30,1,40000
ankara,altindag,ulubey,3,1,120,0,3,30000
istanbul,kagithane,celiktepe,2,1,90,10,-1,35000
tekirdag,suleymanpasa,hurriyet,2,1,110,8,1,26000
bursa,nilufer,gorukle,2,1,55,10,3,18000
samsun,atakum,cumhuriyet,1,1,55,0,4,25000
gaziantep,sahinbey,ertugrulgazi,2,1,135,1,6,23000
istanbul,maltepe,idealtepe,2,1,120,10,4,45000
izmir,karsiyaka,bostanli,3,1,140,48,3,30000
tekirdag,corlu,cobancesme,1,1,80,15,1,12250
mersin,yenisehir,kocavilayet,2,1,90,0,4,24000
ankara,cankaya,huzur,3,1,105,28,1,26500
antalya,elmali,yeni,3,1,135,15,1,19000
izmir,karsiyaka,fikri_altay,3,1,150,15,4,31000
ankara,etimesgut,atayurt,3,1,137,13,2,21000
istanbul,kadikoy,caferaga,1,1,80,35,2,35000
adana,cukurova,kabasakal,2,1,135,4,1,18500
izmir,balcova,onur,1,1,40,4,3,35000
mersin,yenisehir,ciftlikkoy,1,1,60,15,3,16500
balikesir,bandirma,17_eylul,1,1,65,7,3,15500
ankara,mamak,fahri_koruturk,3,1,110,12,1,16000
antalya,muratpasa,guzeloba,1,1,45,2,1,27000
edirne,merkez,fatih,1,1,55,13,3,17500
antalya,konyaalti,altinkum,1,1,70,12,1,25000
balikesir,burhaniye,bahcelievler,1,1,106,1,3,32000
istanbul,basaksehir,guvercintepe,2,1,85,0,0,18000
ankara,golbasi,incek,1,1,99,0,1,30000
karabuk,merkez,5000_evler_bahcelievler,2,1,105,7,1,14000
ankara,kecioren,baglarbasi,2,1,80,8,0,15700
istanbul,esenyurt,koza,1,1,70,7,1,16000
kastamonu,merkez,kuzeykent,1,1,70,5,3,11500
balikesir,altieylul,bahcelievler,3,1,138,25,2,32000
hatay,dortyol,numune_evler,3,1,165,12,2,25000
izmir,cigli,balatcik,1,1,55,5,5,24000
edirne,merkez,ataturk,1,1,55,10,3,18000
canakkale,merkez,kepez_hamidiye,2,1,106,11,5,40000
ankara,mamak,akdere,2,1,77,20,1,16750
balikesir,edremit,gazicelal,2,1,120,11,4,30000
mugla,bodrum,eskicesme,3,1,110,15,2,40000
tekirdag,suleymanpasa,100_yil,3,1,135,13,2,33000
eskisehir,odunpazari,visnelik,3,1,145,31,4,17000
ankara,kecioren,osmangazi,3,1,130,11,-1,17000
izmir,urla,gulbahce,2,1,65,8,5,33000
canakkale,merkez,kepez_hamidiye,1,1,55,8,3,19000
ankara,golbasi,incek,2,1,125,0,2,25000
ankara,sincan,gazi_osmanpasa,2,1,95,26,5,16000
kayseri,melikgazi,alpaslan,4,1,200,30,8,33000
bartin,merkez,kemer_kopru,2,1,90,11,3,20250
ankara,kecioren,yayla,3,1,110,13,3,25000
tekirdag,corlu,seyh_sinan,4,1,150,26,3,16000
ankara,golbasi,bahcelievler,1,1,72,0,1,23000
kocaeli,karamursel,eregli,2,1,110,25,2,24000
ankara,kecioren,uyanis,2,1,100,10,1,22000
ankara,cankaya,keklik_pinari,3,1,135,15,4,40000
ankara,mamak,mutlu,1,1,80,1,-2,23500
ankara,kecioren,asagi_eglence,3,1,125,30,3,35000
aydin,efeler,guzelhisar,4,1,210,35,4,25000
giresun,bulancak,ismet_pasa,3,1,180,11,6,20500
kocaeli,karamursel,derekoy,4,1,200,30,2,30000
afyonkarahisar,merkez,esentepe,3,1,120,14,1,18000
istanbul,cekmekoy,alemdag,2,1,108,7,0,41000
mugla,koycegiz,gulpinar,3,1,130,4,2,35000
istanbul,beylikduzu,adnan_kahveci,2,1,138,11,3,40000
tekirdag,suleymanpasa,cumhuriyet,1,1,50,5,0,22000
istanbul,kagithane,sultan_selim,1,1,64,7,1,35000
izmir,cigli,cagdas,3,1,160,16,3,45000
mugla,dalaman,bezkese,1,1,60,6,1,18000
mugla,bodrum,dirmil,2,1,64,12,5,32500
balikesir,bandirma,yeni,1,1,55,7,1,14500
istanbul,sancaktepe,ataturk,3,1,142,15,4,45000
tekirdag,suleymanpasa,kumbag,2,1,80,5,2,17000
ankara,yenimahalle,demetlale,3,1,130,40,3,26000
ankara,cankaya,sokullu_mehmet_pasa,2,1,100,30,2,28000
antalya,alanya,tosmur,2,1,102,1,5,40000
ankara,yenimahalle,demetevler,3,1,120,30,3,25000
ankara,yenimahalle,esentepe,3,1,130,25,3,27000
istanbul,kadikoy,goztepe,2,1,105,40,1,47000
kocaeli,kartepe,istasyon,4,1,200,4,1,29500
istanbul,cekmekoy,aydinlar,3,1,150,22,3,37000
istanbul,maltepe,idealtepe,3,1,130,32,5,45000
istanbul,besiktas,dikilitas,3,1,155,35,3,40000
denizli,merkezefendi,gerzele,3,1,185,18,3,32000
izmir,karabaglar,esenyali,3,1,140,26,3,30000
ankara,kecioren,guclukaya,3,1,110,35,5,23000
istanbul,uskudar,burhaniye,3,1,180,34,2,30000
izmir,konak,goztepe,3,1,140,50,1,40000
ankara,cankaya,sehit_cevdet_ozdemir,2,1,100,25,1,29000
canakkale,ayvacik,yesilyurt,1,1,105,1,2,40000
antalya,alanya,carsi,1,1,75,2,2,26250
bursa,yildirim,karamazak,2,1,85,30,1,8000
istanbul,gaziosmanpasa,karadeniz,2,1,141,8,0,55000
balikesir,edremit,ikizcay,3,1,150,20,3,27000
izmir,foca,yenibagarasi,2,1,90,2,5,20000
bartin,merkez,tuna,2,1,100,20,1,15000
izmir,buca,seyhan,3,1,130,25,4,35000
bolu,merkez,aktas,1,1,95,10,2,16000
istanbul,sisli,mesrutiyet,2,1,85,40,3,40000
izmir,karsiyaka,demirkopru,2,1,100,9,5,34000
balikesir,bandirma,yeni,1,1,54,4,1,18000
izmir,menemen,gazi_mustafa_kemal,1,1,68,8,3,16500
gaziantep,sehitkamil,karacaahmet,2,1,125,5,5,18000
mugla,fethiye,karaculha,4,1,200,7,3,30000
istanbul,kadikoy,kozyatagi,3,1,130,30,3,40000
antalya,finike,kum,1,1,55,1,2,24000
ankara,etimesgut,topcu,3,1,135,14,5,23000
aydin,nazilli,karacay,3,1,115,25,1,9500
izmir,karsiyaka,dedebasi,2,1,78,14,3,24750
canakkale,merkez,ismetpasa,3,1,130,13,3,30000
izmir,buca,yenigun,3,1,130,7,1,36500
istanbul,avcilar,cihangir,2,1,95,13,2,25000
ankara,kecioren,kamil_ocak,3,1,100,18,1,15000
istanbul,sisli,ferikoy,3,1,105,7,5,61000
istanbul,kucukcekmece,gultepe,2,1,85,8,0,25000
canakkale,lapseki,cardak_tekke,2,1,90,6,5,15000
ankara,cankaya,kazim_ozalp,1,1,55,0,1,45000
tekirdag,suleymanpasa,ortacami,3,1,130,28,4,16000
istanbul,uskudar,bahcelievler,4,1,188,21,2,59000
yalova,cinarcik,tesvikiye_karsiyaka,1,1,75,2,0,13000
ankara,golbasi,incek,1,1,55,1,1,15000
istanbul,atasehir,kayisdagi,1,1,70,5,2,45000
ankara,golbasi,incek,1,1,55,1,1,15000
izmir,menemen,inonu,1,1,55,5,3,15500
eskisehir,tepebasi,omeraga,3,1,125,10,-2,20000
izmir,buca,ataturk,2,1,120,10,0,23000
edirne,merkez,saricapasa,2,1,110,24,0,17000
eskisehir,tepebasi,sutluce,1,1,60,10,3,12500
samsun,atakum,yenimahalle,2,1,90,13,4,15500
duzce,merkez,orhangazi,1,1,55,7,2,10000
ankara,cankaya,maltepe,3,1,170,44,2,49500
denizli,merkezefendi,selcuk_bey,3,1,165,14,3,28500
balikesir,edremit,sarikiz,2,1,110,5,4,25000
ankara,mamak,mutlu,3,1,120,4,3,27000
konya,meram,koycegiz,1,1,100,5,1,16000
istanbul,esenyurt,fatih,2,1,110,5,3,14000
denizli,merkezefendi,adalet,2,1,90,5,3,18000
samsun,atakum,korfez,1,1,48,3,4,15000
eskisehir,odunpazari,akarbasi,3,1,145,26,5,27000
istanbul,beykoz,kavacik,3,1,135,21,6,45000
ankara,golbasi,kizilcasar,2,1,120,3,1,40000
corum,merkez,bahcelievler,2,1,120,23,4,11000
gaziantep,sahinbey,karatas,3,1,210,5,7,26000
eskisehir,tepebasi,batikent,3,1,140,15,3,25000
istanbul,sariyer,kirecburnu,2,1,90,30,1,26000
izmir,torbali,turkmenkoy,1,1,56,0,4,16000
ankara,kecioren,sancaktepe,3,1,130,8,-1,21750
duzce,merkez,derelitutuncu,2,1,100,5,3,16000
istanbul,pendik,dogu,3,1,130,30,5,39000
istanbul,sisli,fulya,2,1,85,30,0,23500
istanbul,beylikduzu,adnan_kahveci,1,1,90,0,1,20000
osmaniye,kadirli,sehit_orhan_gok,2,1,130,4,5,12500
ankara,golbasi,incek,1,1,45,0,1,15250
ankara,yenimahalle,serhat,3,1,135,25,5,25000
istanbul,beylikduzu,marmara,3,1,150,17,5,29000
eskisehir,odunpazari,kurtulus,3,1,130,25,1,20000
istanbul,umraniye,atakent,2,1,95,8,3,42000
ankara,pursaklar,saray_osmangazi,1,1,100,0,6,20000
ankara,yenimahalle,emniyet,2,1,90,25,1,30500
sakarya,serdivan,kemalpasa,1,1,65,10,3,13500
ankara,kecioren,19_mayis,3,1,115,20,2,20000
aydin,kusadasi,karaova,4,1,170,25,2,45000
ankara,etimesgut,sehit_osman_avci,1,1,65,9,3,23000
adana,cukurova,toros,1,1,55,3,1,19000
istanbul,umraniye,serifali,3,1,148,5,1,51000
samsun,atakum,alanli,1,1,60,2,2,14000
istanbul,pendik,yenisehir,3,1,153,11,3,48000
balikesir,bandirma,17_eylul,2,1,95,21,2,14000
istanbul,cekmekoy,hamidiye,3,1,140,16,3,55000
kirklareli,merkez,ataturk,3,1,100,15,3,16000
ankara,cankaya,asagi_ovecler,2,1,110,28,1,37000
ankara,golbasi,incek,1,1,45,3,1,28000
izmir,karsiyaka,semikler,3,1,124,20,2,29000
ankara,mamak,dirilis,1,1,75,5,3,21000
zonguldak,merkez,bahcelievler,2,1,90,3,1,22000
istanbul,esenler,tuna,2,1,110,30,1,18000
zonguldak,merkez,tepebasi,3,1,105,20,-3,20000
karabuk,safranbolu,ataturk,3,1,120,26,3,16000
istanbul,bahcelievler,soganli,2,1,85,30,4,22000
izmir,bornova,evka_4,2,1,77,29,7,18000
adana,saricam,gultepe,1,1,65,0,1,14000
ankara,mamak,zirvekent,1,1,60,15,1,10999
gaziantep,sahinbey,burc_karakuyu,2,1,93,0,5,7000
ordu,altinordu,bahcelievler,3,1,145,16,4,28500
istanbul,sisli,yayla,2,1,90,4,2,40000
istanbul,sisli,ergenekon,2,1,90,40,2,47000
izmir,karsiyaka,bahcelievler,3,1,100,31,2,29000
ankara,cankaya,balgat,4,1,135,35,2,35000
samsun,atakum,korfez,1,1,55,0,2,14000
balikesir,edremit,hamidiye,1,1,70,6,3,16000
izmir,bayrakli,manavkuyu,3,1,110,0,7,60000
balikesir,edremit,hamidiye,1,1,70,6,3,16000
aydin,didim,altinkum,2,1,80,21,1,36500
ankara,altindag,besikkaya,3,1,110,15,-1,14500
ankara,yenimahalle,pamuklar,3,1,130,17,5,20000
ankara,etimesgut,alsancak,3,1,80,25,-1,18250
ankara,cankaya,kultur,2,1,115,30,3,25000
ankara,golbasi,taspinar,1,1,50,1,2,26000
istanbul,kadikoy,19_mayis,2,1,108,45,3,41000
ankara,kecioren,incirli,2,1,110,35,-1,18500
mugla,bodrum,gumusluk,2,1,100,16,2,45000
istanbul,beylikduzu,cumhuriyet,1,1,60,27,6,22250
mugla,bodrum,yalikavak,4,1,220,16,2,50000
mugla,bodrum,koyunbaba,4,1,145,16,2,50000
izmir,karabaglar,yurdoglu,3,1,166,6,6,34750
istanbul,kadikoy,merdivenkoy,3,1,160,28,5,45000
izmir,menderes,kemalpasa,3,1,135,5,3,40000
istanbul,kucukcekmece,atakent,1,1,67,21,6,30500
antalya,alanya,kucukhasbahce,2,1,110,14,2,25000
istanbul,beykoz,gumussuyu,3,1,135,26,2,30000
eskisehir,odunpazari,erenkoy,2,1,105,10,1,14000
ankara,golbasi,incek,1,1,50,1,3,25000
ankara,cankaya,konutkent,1,1,74,1,3,29500
aydin,didim,yeni,3,1,120,15,3,24000
kocaeli,darica,emek,3,1,135,35,3,25000
ankara,kecioren,ayvali,3,1,115,24,1,28000
tokat,merkez,derbent,3,1,155,30,5,11000
gaziantep,sahinbey,ogretmenevleri,2,1,100,0,1,25000
bursa,osmangazi,yahsibey,3,1,170,20,2,20000
gaziantep,sahinbey,bestepe,3,1,175,10,3,16350
istanbul,atasehir,icerenkoy,3,1,100,0,4,51000
ankara,sincan,29_ekim,3,1,114,20,1,20000
antalya,alanya,mahmutlar,1,1,50,4,5,29000
balikesir,ayvalik,kucukkoy,4,1,220,6,2,62000
antalya,aksu,kemeragzi,3,1,180,13,3,32500
aydin,kusadasi,degirmendere,3,1,150,0,1,50000
erzurum,yakutiye,lalapasa,2,1,110,15,5,11000
denizli,pamukkale,cumhuriyet,1,1,60,5,2,10000
konya,meram,sahibiata,2,1,130,30,3,11000
ankara,etimesgut,baglica,4,1,170,2,2,52000
balikesir,bandirma,haci_yusuf,1,1,65,0,3,26000
edirne,merkez,sukrupasa,3,1,200,18,1,30000
antalya,muratpasa,caglayan,4,1,220,22,8,40000
ankara,cankaya,buyukesat,1,1,55,0,0,40000
ankara,kizilcahamam,yenice,3,1,130,22,1,18000
ankara,sincan,maresal_cakmak,3,1,110,25,5,17000
tekirdag,corlu,hurriyet,1,1,60,0,2,20000
izmir,balcova,egitim,3,1,120,15,1,35000
antalya,aksu,altintas,2,1,61,0,3,20000
mugla,mentese,emirbeyazit,3,1,115,38,2,38000
istanbul,beykoz,incirkoy,2,1,80,30,2,23000
amasya,merkez,seyhcui,1,1,70,5,1,13500
izmir,konak,barbaros,3,1,110,35,5,25000
istanbul,beykoz,kavacik,2,1,75,30,1,48000
antalya,alanya,hacet,3,1,177,16,2,30000
karabuk,safranbolu,emek,3,1,120,20,2,16000
kocaeli,golcuk,dumlupinar,2,1,95,40,5,17500
balikesir,bandirma,haci_yusuf,1,1,85,5,5,17499
istanbul,sariyer,maden,2,1,100,4,2,50000
ankara,cankaya,akpinar,3,1,110,10,2,37500
istanbul,sariyer,maden,3,1,90,15,0,35000
istanbul,fatih,topkapi,3,1,100,42,4,19000
izmir,karsiyaka,mustafa_kemal,3,1,125,10,6,39000
zonguldak,alapli,merkez,2,1,90,40,4,15000
ankara,etimesgut,atayurt,2,1,84,11,1,18500
istanbul,kucukcekmece,inonu,1,1,70,5,3,30000
istanbul,kadikoy,kosuyolu,2,1,89,30,1,47000
ankara,kecioren,atapark,3,1,140,15,3,26000
ankara,altindag,aydinlikevler,3,1,110,50,5,21000
ankara,cankaya,bahcelievler,1,1,55,0,3,46000
istanbul,esenyurt,ucevler,2,1,110,9,4,13000
ankara,yenimahalle,ugur_mumcu,1,1,95,31,2,30000
istanbul,sisli,gulbahar,3,1,120,20,5,23000
adana,seyhan,yenibaraj,1,1,55,3,3,13500
ankara,kecioren,19_mayis,2,1,100,30,1,22000
ankara,altindag,gunesevler,2,1,100,5,2,36000
kocaeli,karamursel,4_temmuz,2,1,99,30,3,16000
aydin,kusadasi,bayraklidede,3,1,180,26,0,30000
istanbul,pendik,bahcelievler,2,1,85,35,4,21000
istanbul,beykoz,kavacik,3,1,180,11,1,55500
adana,seyhan,fatih,3,1,150,25,4,16000
ankara,mamak,zirvekent,1,1,65,15,2,8500
ankara,cankaya,on_cebeci,1,1,60,40,0,20000
istanbul,fatih,sehremini,3,1,130,40,5,30000
zonguldak,merkez,incivez,1,1,60,5,7,14000
izmir,cigli,izkent,1,1,65,6,1,18000
canakkale,merkez,ismetpasa,1,1,70,3,3,22500
istanbul,kagithane,ortabayir,2,1,95,10,4,25000
balikesir,bandirma,haydar_cavus,1,1,55,2,1,23000
istanbul,kagithane,sultan_selim,2,1,90,29,3,27000
samsun,ilkadim,adalet,2,1,100,30,1,12500
eskisehir,tepebasi,sirintepe,2,1,105,0,3,18750
eskisehir,tepebasi,sarhoyuk,2,1,110,25,2,11000
ankara,etimesgut,eryaman,1,1,85,8,5,29500
ankara,kecioren,aktepe,2,1,90,20,1,20000
istanbul,fatih,sehremini,2,1,80,35,3,20000
istanbul,beyoglu,kadimehmet_efendi,1,1,65,10,1,15000
izmir,buca,inkilap,3,1,95,45,2,19500
istanbul,uskudar,valide_i_atik,2,1,80,35,0,26500
zonguldak,merkez,bahcelievler,2,1,100,20,1,15000
izmir,konak,alsancak,2,1,80,26,4,32000
bursa,osmangazi,yahsibey,2,1,100,30,4,18000
izmir,bornova,kazimdirik,3,1,140,20,4,35000
duzce,merkez,aziziye,1,1,75,3,2,10000
istanbul,beykoz,goztepe,3,1,130,21,3,20000
ankara,cankaya,harbiye,3,1,115,30,1,28000
samsun,atakum,korfez,1,1,58,3,4,13000
izmir,karsiyaka,bostanli,3,1,120,35,3,35000
istanbul,beylikduzu,adnan_kahveci,2,1,145,15,3,27000
tekirdag,saray,aziziye,3,1,160,15,5,16000
konya,eregli,toros,1,1,75,1,4,15000
mugla,koycegiz,gelisim,2,1,100,35,0,18000
ankara,polatli,sehitlik,2,1,130,15,4,20000
isparta,merkez,turan,3,1,120,30,3,18000
corum,merkez,gulabibey,2,1,130,40,5,12000
yalova,merkez,dere,2,1,100,35,1,20000
hatay,defne,sumerler,3,1,120,10,3,20000
aydin,nazilli,capahasan,1,1,50,6,2,10000
tekirdag,suleymanpasa,karadeniz,2,1,90,14,3,12000
adana,kozan,arslanpasa,1,1,35,0,1,10000
zonguldak,kilimli,belediye_sitesi,2,1,90,10,1,14000
izmir,torbali,ataturk,2,1,115,1,2,18000
bursa,yenisehir,yenigun,3,1,120,25,8,18000
ankara,kecioren,esertepe,3,1,115,20,3,27500
ankara,mamak,harman,2,1,100,16,1,20000
denizli,pamukkale,siteler,2,1,120,35,3,20000
ankara,cankaya,keklik_pinari,3,1,130,18,3,32000
samsun,atakum,incesu_yali,1,1,45,0,1,12000
kocaeli,golcuk,dumlupinar,3,1,100,30,3,17500
istanbul,beykoz,riva,2,1,95,15,5,35000
gaziantep,nizip,eyup_sultan,1,1,60,5,4,10000
hatay,iskenderun,meydan,1,1,45,4,3,16000
balikesir,altieylul,hasan_basri_cantay,2,1,75,30,0,14000
kirklareli,merkez,karacaibrahim,1,1,55,4,2,18000
canakkale,merkez,kepez_hamidiye,3,1,130,11,1,30000
ankara,cankaya,oguzlar,2,1,70,3,0,38000
istanbul,sariyer,kirecburnu,1,1,60,25,0,16000
izmir,cigli,balatcik,1,1,65,8,1,24500
gaziantep,sehitkamil,mucahitler,2,1,95,11,1,18500
istanbul,sisli,gulbahar,2,1,70,30,1,26000
antalya,elmali,yeni,2,1,90,4,1,18500
istanbul,uskudar,zeynep_kamil,2,1,85,35,2,25000
edirne,merkez,koca_sinan,1,1,45,8,0,15000
ankara,cankaya,cebeci,2,1,75,40,1,25000
izmir,balcova,onur,3,1,130,28,4,38000
ankara,cankaya,kavaklidere,1,1,70,4,4,36000
istanbul,sisli,cumhuriyet,2,1,90,16,3,56000
izmir,karsiyaka,mustafa_kemal,3,1,115,32,8,30000
istanbul,gungoren,abdurrahman_nafiz_gurman,1,1,90,35,2,25000
izmir,buca,kozagac,3,1,125,15,3,23000
balikesir,karesi,kayabey,3,1,100,2,3,26000
istanbul,kartal,soganlik_yeni,1,1,74,15,2,27000
denizli,pamukkale,aktepe,2,1,115,10,3,17500
istanbul,sisli,gulbahar,3,1,95,19,5,31000
mersin,yenisehir,ciftlikkoy,2,1,90,9,6,20000
istanbul,arnavutkoy,hadimkoy,2,1,90,0,3,25000
ankara,cankaya,birlik,1,1,75,5,7,32000
hatay,payas,karacami,2,1,135,10,3,18000
ankara,cankaya,hilal,3,1,135,25,1,38000
antalya,muratpasa,elmali,2,1,135,22,4,52000
balikesir,erdek,yali,2,1,75,5,2,25000
aydin,efeler,mesrutiyet,2,1,110,25,4,18000
antalya,muratpasa,sirinyali,2,1,85,25,1,30000
ankara,yenimahalle,susuz,2,1,75,0,2,27500
ankara,cankaya,ilkbahar,3,1,150,10,3,57500
ankara,etimesgut,yeni_baglica,1,1,75,2,2,32500
istanbul,besiktas,gayrettepe,2,1,100,55,-1,45000
ankara,etimesgut,tunahan,1,1,60,25,5,25000
izmir,bornova,kazimdirik,3,1,130,28,3,25000
izmir,bergama,zafer,1,1,75,0,1,15000
istanbul,bakirkoy,yesilkoy,2,1,75,30,1,43000
istanbul,buyukcekmece,ekinoba,2,1,75,7,5,32000
bursa,nilufer,23_nisan,2,1,87,0,4,35000
istanbul,esenyurt,barbaros_hayrettin_pasa,2,1,110,3,1,15000
denizli,pamukkale,istiklal,3,1,135,30,2,15000
ankara,etimesgut,yeni_baglica,3,1,120,16,3,37500
istanbul,bakirkoy,kartaltepe,3,1,130,40,3,45000
antalya,kemer,camyuva,1,1,75,10,2,25000
aydin,efeler,orta,2,1,70,7,3,15000
izmir,karabaglar,metin_oktay,3,1,110,24,6,27500
izmir,kemalpasa,cambel,3,1,110,2,3,22000
antalya,konyaalti,liman,2,1,120,15,5,35000
canakkale,biga,cumhuriyet,1,1,65,7,1,15000
samsun,ilkadim,ciftlik,3,1,170,30,4,18000
zonguldak,merkez,terakki,3,1,125,9,4,28000
izmir,konak,alsancak,3,1,140,25,3,35000
istanbul,kadikoy,merdivenkoy,2,1,85,37,2,30000
izmir,bornova,inonu,3,1,130,25,1,20000
istanbul,uskudar,ahmediye,2,1,75,38,2,22500
eskisehir,tepebasi,hosnudiye,2,1,120,25,5,20000
tekirdag,suleymanpasa,yavuz,2,1,75,25,4,19000
istanbul,kucukcekmece,gultepe,2,1,100,30,5,22000
mugla,mentese,yesilyurt,3,1,140,15,1,18500
izmir,balcova,fevzi_cakmak,3,1,115,30,4,25000
ankara,etimesgut,istasyon,3,1,120,15,2,20000
istanbul,cekmekoy,mimar_sinan,2,1,90,14,2,45000
sakarya,adapazari,mithatpasa,1,1,55,10,1,15000
eskisehir,tepebasi,mustafa_kemal_pasa,1,1,60,3,2,13250
mugla,bodrum,cirkan,2,1,95,20,0,47000
istanbul,silivri,alibey,2,1,85,30,1,17000
istanbul,besiktas,muradiye,2,1,60,28,-1,24500
edirne,merkez,istasyon,1,1,55,2,3,20000
ankara,golbasi,karsiyaka,1,1,55,0,3,25000
ankara,mamak,bogazici,3,1,120,15,1,25000
mugla,bodrum,karaova,2,1,80,3,3,22000
sakarya,adapazari,papuccular,3,1,150,40,1,13000
istanbul,beykoz,cubuklu,4,1,160,30,3,35000
istanbul,bahcelievler,kocasinan_merkez,3,1,128,25,1,25000
tekirdag,corlu,cobancesme,2,1,100,12,2,25000
erzincan,merkez,ulalar,2,1,90,7,2,12000
kutahya,merkez,fuatpasa,1,1,45,6,3,10000
canakkale,lapseki,cumhuriyet,2,1,70,25,1,25000
istanbul,maltepe,zumrutevler,3,1,140,26,7,35000
istanbul,beyoglu,gumussuyu,2,1,90,50,5,40000
ankara,etimesgut,seyh_samil,1,1,60,26,2,18500
balikesir,burhaniye,kocacami,3,1,130,8,3,18000
ankara,mamak,balkiraz,3,1,160,36,1,26000
trabzon,ortahisar,konaklar,3,1,165,3,5,24000
duzce,merkez,sehit_murat_demir,1,1,58,0,2,9000
eskisehir,odunpazari,gokmeydan,2,1,100,0,1,25000
ankara,kecioren,incirli,3,1,125,16,2,23000
istanbul,kagithane,sultan_selim,2,1,90,28,1,25000
istanbul,sisli,19_mayis,4,1,130,30,5,43000
eskisehir,odunpazari,akarbasi,1,1,62,18,4,11000
ankara,cankaya,emek,2,1,90,18,1,55000
bursa,osmangazi,sirameseler,2,1,120,29,1,18500
kocaeli,izmit,tuysuzler,1,1,82,4,3,16000
balikesir,bandirma,pasabayir,1,1,50,12,3,16500
eskisehir,tepebasi,ertugrulgazi,1,1,50,12,2,9000
ankara,cankaya,emek,2,1,100,35,3,25000
isparta,merkez,pirimehmet,3,1,130,26,1,18000
istanbul,beyoglu,kucuk_piyale,2,1,100,40,5,35000
balikesir,karesi,ataturk,2,1,95,25,3,13000
izmir,bornova,erzene,2,1,90,35,1,26000
denizli,pamukkale,kinikli,2,1,55,4,1,10000
ankara,polatli,sehitlik,3,1,135,18,2,15000
ankara,sincan,mevlana,3,1,130,20,8,20000
istanbul,cekmekoy,hamidiye,2,1,90,13,1,23000
duzce,merkez,aziziye,2,1,82,3,1,20000
mardin,artuklu,nur,2,1,85,7,3,15000
ankara,mamak,mutlu,2,1,105,4,1,16500
kayseri,talas,mevlana,3,1,170,10,3,18500
istanbul,bahcelievler,hurriyet,2,1,100,3,1,45000
ankara,kecioren,etlik,3,1,150,25,5,28000
antalya,kepez,ahatli,1,1,55,7,1,18000
erzincan,merkez,kavakyolu,3,1,105,10,0,16000
hatay,samandag,yeni,2,1,200,26,2,20000
izmir,karabaglar,uckuyular,2,1,100,30,3,27000
izmir,buca,hurriyet,2,1,86,26,1,20000
istanbul,sile,cavus,3,1,120,30,3,35000
ankara,golbasi,kizilcasar,1,1,50,0,1,29000
ankara,kecioren,karargahtepe,2,1,110,25,3,27000
istanbul,cekmekoy,camlik,1,1,60,5,5,17000
istanbul,arnavutkoy,hadimkoy,2,1,95,16,-3,19000
izmir,odemis,cumhuriyet,2,1,100,0,0,20000
balikesir,karesi,yeni,1,1,60,18,3,11000
istanbul,gaziosmanpasa,baglarbasi,2,1,95,0,3,35000
eskisehir,tepebasi,eskibaglar,1,1,65,16,2,28000
mersin,tarsus,ergenekon,3,1,150,10,-2,22000
yalova,ciftlikkoy,sahil,2,1,90,30,3,21000
